date,sentiment_mean,sentiment_std,sentiment_max,sentiment_min,sentiment_count,positive_ratio,negative_ratio,sentiment_range,sentiment_mom_3d,sentiment_mom_7d,bull_bear_ratio
2026-03-10,0.06775125530030993,0.3597773465672569,0.9041786789894104,-0.8836783766746521,45,0.15555555555555556,0.06666666666666667,1.7878570556640625,-0.0001697504457614333,-0.022155153661980655,2.3332983338583255
2026-03-11,-0.09657196866141425,0.41334647721852735,0.7571906447410583,-0.9674947261810303,54,0.1111111111111111,0.2037037037037037,1.7246853709220886,-0.001651115853477399,-0.05985945583644092,0.5454518677817399
2026-03-12,0.030828888454134503,0.4310650212935699,0.9072603583335876,-0.9677437543869019,63,0.15873015873015872,0.1111111111111111,1.8750041127204895,0.000669391697676733,-0.0583445536796738,1.4285585715442846
2026-03-13,0.09402960457213938,0.36276773853138883,0.9406198859214783,-0.8668214082717896,73,0.1780821917808219,0.0684931506849315,1.8074412941932678,0.009428841454953216,-0.017959682017573333,2.5999620405542077
2026-03-14,0.007740895415461341,0.5064346201859785,0.9202326536178589,-0.936138927936554,43,0.20930232558139536,0.20930232558139536,1.8563715815544128,0.044199796147245084,0.0050740240632909505,0.9999952222450492
2026-03-15,0.04130751511146282,0.40521563219787543,0.9531616568565369,-0.9720739126205444,58,0.15517241379310345,0.10344827586206896,1.9252355694770813,0.047692671699687855,0.02413622228468083,1.4999855001401654
2026-03-16,0.14019536972045898,0.4925499228408434,0.9513493776321411,-0.9665282368659973,77,0.2727272727272727,0.1038961038961039,1.9178776144981384,0.06308126008246105,0.0407545085589361,2.624974734618179
2026-03-17,-0.10872906446456909,0.4498944417265605,0.816135585308075,-0.9687204957008362,46,0.10869565217391304,0.21739130434782608,1.7848560810089111,0.024257940122450916,0.015543034306810529,0.49999770001057997
2026-03-18,-0.15518470307191212,0.3749723072087331,0.8645113706588745,-0.9670780301094055,60,0.03333333333333333,0.23333333333333334,1.83158940076828,-0.041239465938674065,0.00716978653388226,0.14285653061486878
2026-03-19,-0.13370437560410336,0.4330890276860458,0.9078739285469055,-0.9616227149963379,58,0.08620689655172414,0.2413793103448276,1.8694966435432434,-0.13253938104686153,-0.016334965474437434,0.35714137755715014
2026-03-20,-0.17345779282706125,0.42503239702847334,0.9200072884559631,-0.9669076204299927,63,0.06349206349206349,0.2857142857142857,1.8869149088859558,-0.1541156238343589,-0.05454745081718038,0.22222144444716668
2026-03-21,-0.1028926062340639,0.5195063375770814,0.8774577975273132,-0.9698169231414795,49,0.1836734693877551,0.2857142857142857,1.8472747206687927,-0.13668492488840953,-0.07035223676711255,0.642854892865018
2026-03-22,-0.1639417004585266,0.5076105563959642,0.8660529851913452,-0.9700760841369629,50,0.12,0.28,1.836129069328308,-0.14676403317321723,-0.09967355327711104,0.4285698979646501
